Company_Name,Founder_Name,Founder_linkedin_id,No_of_Employees,Funding_Type,Year_Founded,Software_Type,Industry_Type,Category,Size_of_Company,Company_Website,Company_Linkedin_id,City,Address,Short_Desription
Continuum CRM,Lynn Madderra,https://www.linkedin.com/in/lynnmadderra/,11-50 employees,Self-funded,2016,B2B SaaS,Healthcare,Business Mgt and ERP,Small,www.continuumcrm.com,https://www.linkedin.com/company/continuum-crm/about/,Atlanta,"6340 Sugarloaf Pkwy, Suite 200, Duluth, Georgia 30097, US",CRM Platform for senior living communities
Convoy,Dan Lewis,https://www.linkedin.com/in/danlewis4545/,501-1000 employees,VC-funded,2015,B2B SaaS,"Logistics, Supply Chain, Transportation",Marketplace,Large,convoy.com,https://www.linkedin.com/company/convoy-greypoint-inc-/about/,Atlanta,"600 Peachtree St NE, Atlanta, Georgia 30308, US",Digital freight network
Cooleaf,John Duisberg,https://www.linkedin.com/in/john-duisberg/,1-10 employees,Angel or Seed Funding,2012,B2B SaaS,Horizontal,HR and Recruiting,Startup,www.cooleaf.com,https://www.linkedin.com/company/cooleaf/about/,Atlanta,"3423 Piedmont Rd NE, Atlanta, GA 30305",Employee recognition and rewards platform
Cotiviti,Chris Coloian,https://www.linkedin.com/in/christopher-coloian-mha-7790077/,1001-5000 employees,Acquired,1979,B2B SaaS,Healthcare,Accounting and Finance,Large,www.cotiviti.com,https://www.linkedin.com/company/cotiviti/about/,Atlanta,"One Glenlake Parkway, Suite 1400, Atlanta, Georgia 30328, US",Financial analysis for healthcare companies
count5,Eric Blumthal,https://www.linkedin.com/in/ericblumthal/,11-50 employees,Self-funded,2004,B2B SaaS,Horizontal,HR and Recruiting,Small,www.adaptivemicrolearningplatform.com,https://www.linkedin.com/company/treeni/about/,Atlanta,"Atlanta, GA",Training reinforcement software
Covetool,Sandeep Ahuja,https://www.linkedin.com/in/sandeep-ahuja-2561ba80/,11-50 employees,VC-funded,2017,B2B SaaS,Construction,On-Demand Services,Small,www.cove.tools,https://www.linkedin.com/company/cove-tool-inc./about/,Atlanta,"83 Walton Street NW, Level 2, Atlanta, GA 30303",Building design platform
CP3Cloud,Ernest Lessenger,https://www.linkedin.com/in/elessenger/,1-10 employees,Self-funded,2018,B2B SaaS,Horizontal,Automation,Startup,cp3cloud.com,https://www.linkedin.com/company/cp3cloud/about/,Atlanta,"Atlanta, GA",Barcode scanning software
CPGvision,Mike Mellin,https://www.linkedin.com/in/mike-mellin-7a9284/,51-200 employees,Self-funded,2012,B2B SaaS,CPG,Analytics and BI,Medium,www.cpgvision.com,https://www.linkedin.com/company/cpgvision/about/,Atlanta,"125 TownPark Drive, Suite 300, Kennesaw, GA 30144, US",Trade promotion management software
CribMaster,Null,Null,51-200 employees,Self-funded,1992,B2B SaaS,Retail,Automation,Medium,cribmaster.com,https://www.linkedin.com/company/cribmaster/about/,Atlanta,"1955 West Oak Circle, Marietta, Georgia 30062, US",Inventory and material management software
Critical Fit,Daniel Brauch,https://www.linkedin.com/in/daniel-brauch-339a78a3/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,HR and Recruiting,Startup,www.criticalfit.com,https://www.linkedin.com/company/cribmaster/about/,Atlanta,"600 Northpark Building, 17th Floor, Atlanta, GA 30328 USA",Interview software
Cultura Technologies,Jim Baker,https://www.linkedin.com/in/james-baker-429b6a17/,"10,001+ employees",Self-funded,2011,B2B SaaS,Agriculture,Business Mgt and ERP,Large,www.culturatech.com,https://www.linkedin.com/company/cultura-technologies/about/,Atlanta,"3820 Mansell Road, Ste. 375, Alpharetta, GA 30022",Ag software
Cyber 2.0,Sneer Rozenfeld,https://www.linkedin.com/in/sneer-rozenfeld-aa993a77/,11-50 employees,Self-funded,2015,B2B SaaS,Horizontal,Cybersecurity,Small,www.cyber20.com,https://www.linkedin.com/company/cyber2/about/,Atlanta,"Atlanta, GA",Cybersecurity platform
Cypress.io,Drew Lanham,https://www.linkedin.com/in/drew-lanham-6368/,11-50 employees,VC-funded,2015,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,www.cypress.io,https://www.linkedin.com/company/cypress.io/about/,Atlanta,"101 Marietta St NW, Suite 2500, Atlanta, Georgia 30303",Front-end automated testing for running unit and integration tests in a browser
Daily Deal Builder,Tyler Horne,https://www.linkedin.com/in/tylerhorne/,1-10 employees,Self-funded,2008,B2B SaaS,"Entertainment, Hospitality, Travel",Marketplace,Startup,www.dailydealbuilder.com,https://www.linkedin.com/company/cypress.io/about/,Atlanta,"Atlanta, GA",Daily deal and coupon platform for media corporations
Data Profits,Stuart Dunkin,https://www.linkedin.com/in/sdunkin/,11-50 employees,Self-funded,2007,B2B SaaS,Retail,Business Mgt and ERP,Small,www.data-profits.com,https://www.linkedin.com/company/data-profits-inc-/about/,Atlanta,"Norcross, GA","Inventory management, demand forecasting, and planning application"
DataClover,Patrick McSherry,https://www.linkedin.com/in/patrick-mcsherry-2a54724/,11-50 employees,Angel or Seed Funding,2014,B2B SaaS,Automotive,Analytics and BI,Small,www.dataclover.com,https://www.linkedin.com/company/dataclover/about/,Atlanta,"Atlanta, GA",Service management platform for automotive dealers
DataFinch Technologies,Jason Cummings,https://www.linkedin.com/in/jason-cummings-/,11-50 employees,Self-funded,2009,B2B SaaS,Healthcare,Practice Management,Small,datafinch.com,https://www.linkedin.com/company/datafinch/about/,Atlanta,"Atlanta, GA",Cloud-based data collection solution for healthcare
DataOceans,Larry Buckley,https://www.linkedin.com/in/larry-buckley-151587125/,11-50 employees,Angel or Seed Funding,2005,B2B SaaS,Horizontal,Document Management,Small,dataoceans.com,https://www.linkedin.com/company/dataoceans/about/,Atlanta,"3091 Governors Lake Dr, Suite 400, Norcross, Georgia 30071",Electronic document management and interactive document creation
Datatrac,Henry Dixon,https://www.linkedin.com/in/henry-dixon-391a437b/,11-50 employees,Self-funded,1977,B2B SaaS,"Logistics, Supply Chain, Transportation",Business Mgt and ERP,Small,www.datatrac.com,https://www.linkedin.com/company/datatrac-corporation/about/,Atlanta,"Alpharetta, GA",Software for shippers & carriers
DecisionIQ,Andrew Lewis,https://www.linkedin.com/in/alewis7/,11-50 employees,Self-funded,2015,B2B SaaS,Horizontal,Analytics and BI,Small,decisioniq.com,http://www.linkedin.com/company/decisioniq/about/,Atlanta,"75 5th Street NW, Suite 2000, Atlanta, GA 30308","Plant maintenance, repair, and operations (MRO) optimization"
Decisionlink,Jim Berryhill,https://www.linkedin.com/in/jrberryhill/,11-50 employees,VC-funded,2011,B2B SaaS,Horizontal,Sales and Marketing,Small,www.decisionlink.com,https://www.linkedin.com/company/decisionlink/about/,Atlanta,"3423 Piedmont Rd NE, Atlanta, GA 30305",Customer value proposition analysis
Demand Driven Technologies,Erik Bush,https://www.linkedin.com/in/erik-bush-88289110/,11-50 employees,Angel or Seed Funding,2012,B2B SaaS,Horizontal,Logistics and Supply Chain,Small,www.demanddriventech.com,https://www.linkedin.com/company/demand-driven-technologies/about/,Atlanta,"400 Northridge Rd, Suite 590, Atlanta, Georgia 30350, US",DDMRP compliant supply chain software solution
DemandBridge,David Rich,https://www.linkedin.com/in/dave-rich-1b84b5b/,11-50 employees,VC-funded,1975,B2B SaaS,Horizontal,Ecommerce,Small,www.demandbridge.com,https://www.linkedin.com/company/demandbridge/about/,Atlanta,"Norcross, GA",eCommerce technology
Deposco,Bill Gibson,https://www.linkedin.com/in/bill-gibson-4b87b0/,51-200 employees,VC-funded,2004,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,www.deposco.com,https://www.linkedin.com/company/deposco/about/,Atlanta,"11605 Haynes Bridge Rd, Alpharetta, Georgia 30009 US","Supply chain software for inventory, order and warehouse management"
DigitalRoute,Andreas Zartmann,https://www.linkedin.com/in/andreas-zartmann-9b79874/,201-500 employees,Self-funded,2000,B2B SaaS,Horizontal,Analytics and BI,Medium,www.digitalroute.com,https://www.linkedin.com/company/digital-route/about/,Atlanta,"11680 Great Oaks Way, Alpharetta GA 30022",Usage data optimization and analytics
Pronto Home Repairs,Erik Stadler,https://www.linkedin.com/in/erikstadler/,11-50 employees,VC-funded,2015,B2B SaaS,Construction,Marketplace,Small,www.digs.company,https://www.linkedin.com/company/pronto-home-repairs/about/,Atlanta,"3200 Atlanta Silverbacks Way, Atlanta, GA 30340, US",Home services marketplace
Domino Solutions,Darren T. Rand,https://www.linkedin.com/in/darren-rand-49611a1/,11-50 employees,Angel or Seed Funding,2012,B2B SaaS,Horizontal,Sales and Marketing,Small,dominosolutions.com,http://www.linkedin.com/company/domino-solutions-llc/about/,Atlanta,"4506 Candler Lake East, Atlanta, GA 30319,",Creating informed promotional strategies and marketing plans
Double the Donation,Adam Weinger,https://www.linkedin.com/in/adamjweinger/,11-50 employees,Angel or Seed Funding,2010,B2B SaaS,Non-Profit,Sales and Marketing,Small,doublethedonation.com,https://www.linkedin.com/company/double-the-donation/about/,Atlanta,"931 Monroe Dr NE, STE A102 #332, Atlanta, Georgia 30308, US",Matching gift software
Draftserv Technologies,Jose Hevia,https://www.linkedin.com/in/jose-hevia-5a709a26/,1-10 employees,VC-funded,2010,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Startup,www.draftserv.com,https://www.linkedin.com/company/1161760/about/,Atlanta,"355 Brogdon Road Suite 103 | Suwanee, GA. 30024","Beverage technology providing authentication, visibility and control"
Dropoff,Sean Spector,https://www.linkedin.com/in/seanspector/,51-200 employees,VC-funded,2014,B2B SaaS,Horizontal,Logistics and Supply Chain,Medium,www.dropoff.com,https://www.linkedin.com/company/dropoff/about/,Atlanta,"Atlanta, GA",Logistics platform
Drum,Rob Frohwein,https://www.linkedin.com/in/frohwein/,1-10 employees,Angel or Seed Funding,2018,B2B SaaS,Retail,Marketplace,Startup,drum.io,https://www.linkedin.com/company/drumtechnologies/about/,Atlanta,"756 W Peachtree St NW, Atlanta, Georgia 30308,","Gig economy platform that connects buyers, sellers, and promoters"
DynoForms,David Norris,https://www.linkedin.com/in/davidmnorris/,1-10 employees,Self-funded,2012,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.dynoforms.com,https://www.linkedin.com/company/dynoforms-com/about/,Atlanta,"Alpharetta, GA",Mobile forms and data collection solution
e-VERIFILE.COM,Null,Null,11-50 employees,Self-funded,1999,B2B SaaS,Horizontal,HR and Recruiting,Small,www.everifile.com,https://www.linkedin.com/company/everifile/about/,Atlanta,"Atlanta, GA","Workforce management, credit reporting and pre-employment screening"
Ebix,Gagan Sethi,https://www.linkedin.com/in/gagan-sethi/,1001-5000 employees,Public,1976,B2B SaaS,Financial Services,Business Mgt and ERP,Large,www.ebix.com,https://www.linkedin.com/company/ebix/about/,Atlanta,"Atlanta, GA",Software and e-commerce solutions for the insurance industry
Eclipse Technology Solutions,Robert Stroud,https://www.linkedin.com/in/robert-stroud-a1134314/?originalSubdomain=ca,201-500 employees,Self-funded,2010,B2B SaaS,Healthcare,Practice Management,Medium,www.eclipsetechsol.com,https://www.linkedin.com/company/ebix/about/,Atlanta,"Atlanta, GA",Project management and calendaring software
ecoInsight,Sean McCloskey,https://www.linkedin.com/in/sean-mccloskey-53493412/,11-50 employees,Angel or Seed Funding,2009,B2B SaaS,"Energy, Gas, Oil, Utilities",Sales and Marketing,Small,ecoinsight.com,https://www.linkedin.com/company/ecoinsight-inc-/about/,Atlanta,"Atlanta, GA",Sales platform for lighting and electrical professionals
Endavo Media and Communications,Paul D Hamm,https://www.linkedin.com/in/phamm3736/,11-50 employees,Angel or Seed Funding,2008,B2B SaaS,"Entertainment, Hospitality, Travel",On-Demand Services,Small,endavomedia.com,https://www.linkedin.com/company/endavo-media-and-communications-inc-/about/,Atlanta,"3133 Continental Colony Pkwy SW, Atlanta, GA 30331",OTT video and MCN services platform
Epicor Software Corporation,Steve Murphy,https://www.linkedin.com/in/steve-murphy-epicor/,1001-5000 employees,Private Equity funding,1972,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.epicor.com,https://www.linkedin.com/company/epicor-software-corp/about/,Atlanta,"12220 Birmingham Highway Building. 20-A, Milton, GA","Global, Enterprise Business Management Software Platforms"
Epsilon,Jon Beebe,https://www.linkedin.com/in/jon-beebe-5b057625/,5001-10000 employees,Acquired,1969,B2B SaaS,Horizontal,Sales and Marketing,Large,www.epsilon.com,https://www.linkedin.com/company/epsilon/about/,Atlanta,"6 Concourse Parkway, Suite 300 Atlanta, GA 30328",Email marketing and customer loyalty software
eQuorum,Scott Brandt,https://www.linkedin.com/in/scottbrandt/,51-200 employees,Self-funded,1996,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.equorum.com,https://www.linkedin.com/company/equorum/about/,Atlanta,"6285 Barfield Rd, Atlanta, Georgia 30328","Document management for manufacturing, engineering, utilities"
ER Express,Sahil Patel,https://www.linkedin.com/in/sahilanamipatel/,11-50 employees,Self-funded,2011,B2B SaaS,Healthcare,Practice Management,Small,www.erexpress.com,https://www.linkedin.com/company/erexpress/about/,Atlanta,"2971 Flowers Road South Suite 240, Atlanta, GA 30341",Patients communication and management before and during care
ERP in Cloud,Null,Null,51-200 employees,Self-funded,2007,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.erpincloud.com,https://www.linkedin.com/company/erexpress/about/,Atlanta,"980 Hammond Drive, Suite 1275, Atlanta, GA, 30328, USA.",ERP for small and mid-sized businesses
eTherapyDocs,Eric Hoell,https://www.linkedin.com/in/hoell/,1-10 employees,Self-funded,2009,B2B SaaS,Healthcare,Practice Management,Startup,etherapydocs.com,https://www.linkedin.com/company/etherapydocs/about/,Atlanta,"4411 Suwanee Dam Rd., Suite 435, Suwanee, GA 30024, US","Practice management for physical, occupational, and speech therapy practices"
Evident,David Thomas,https://www.linkedin.com/in/david-thomas-7397381/,51-200 employees,VC-funded,2016,B2B SaaS,Horizontal,Cybersecurity,Medium,www.evidentid.com,https://www.linkedin.com/company/evident-id-inc./about/,Atlanta,"3405 Piedmont Rd NE, Suite 100, Atlanta, Georgia 30305, US",Identity management software
Exto by Gaea,Sury Balasubramanian,https://www.linkedin.com/in/surybalasubramanian/,51-200 employees,Self-funded,2007,B2B SaaS,Construction,Business Mgt and ERP,Medium,exto360.com,https://www.linkedin.com/company/gaea-global-technologies/about/,Atlanta,"Atlanta, GA",Project monitoring platform
Facilio,Prabhu Ramachandran,https://www.linkedin.com/in/rprabhu78/,11-50 employees,VC-funded,2017,B2B SaaS,Real Estate & Property Mgt.,Business Mgt and ERP,Small,facilio.com,https://www.linkedin.com/company/facilio-inc/about/,Atlanta,"41 Marietta St NW #1577 PMB 24192 Atlanta, GA 30303",IoT and machine learning for buildings operations
Field Complete,Roman Rusev,https://www.linkedin.com/in/romanrusev/,11-50 employees,Self-funded,2019,B2B SaaS,Real Estate & Property Mgt.,Business Mgt and ERP,Small,www.fieldcomplete.com,https://www.linkedin.com/company/fieldcomplete/about/,Atlanta,"Atlanta, GA",Software for real estate contractors to Manager their operations
FieldEdge,Connie Certusi,https://www.linkedin.com/in/conniecertusi/,51-200 employees,Acquired,1980,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,fieldedge.com,https://www.linkedin.com/company/desco-llc/about/,Atlanta,"3495 Piedmont Rd NE, Atlanta, Georgia 30305 US",Field service management platform
FileVision,Raj Bhole,https://www.linkedin.com/in/raj-bhole-a399a87/,1-10 employees,Self-funded,2001,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.filevision.com,https://www.linkedin.com/company/filevision/about/,Atlanta,"Atlanta, GA",Hosted information relationship management solutions for businesses
Financial DNA,Hugh Massie,https://www.linkedin.com/in/hughmassie/,1-10 employees,Acquired,2001,B2B SaaS,Financial Services,Sales and Marketing,Startup,financialdna.com,https://www.linkedin.com/company/dna-behavior/about/,Atlanta,"Atlanta, GA",Financial client management solution
Financial Operations Networks,Phil Binkow,https://www.linkedin.com/in/phil-binkow-53a409142/,11-50 employees,Self-funded,2001,B2B SaaS,Horizontal,Accounting and Finance,Small,invoiceinfo.com,https://www.linkedin.com/company/financial-operations-networks/about/,Atlanta,"Atlanta, GA",Vendor management platform for AP and procurement professionals
Finsync,Tucker Mathis,https://www.linkedin.com/in/tucker-mathis-127293a/,201-500 employees,Self-funded,2011,B2B SaaS,Horizontal,Accounting and Finance,Medium,www.finsync.com,https://www.linkedin.com/company/finsync/about/,Atlanta,"Atlanta, GA",Accounting and payroll management software
Firearrow Enterprise Software,Null,Null,11-50 employees,Self-funded,2007,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,firearrowsoft.com,https://www.linkedin.com/company/firearrowsoft/about/,Atlanta,"3000 Old Alabama Rd, Suit 119 #255,, Alpharetta, GA 30022",Website plugins and code components built on Sharepoint
First Performance Global,Ben Psillas,https://www.linkedin.com/in/ben-psillas-1087611/,51-200 employees,VC-funded,2014,B2B SaaS,Financial Services,Cloud and Software Dev Tools,Medium,firstperformance.com,https://www.linkedin.com/company/first-performance/about/,Atlanta,"730 Peachtree Street NE, Suite 850, Atlanta, GA 30308",Digital credit card management platform
FitMetrix by Mindbody,Josh McCarter,https://www.linkedin.com/in/joshmccarter/,1001-5000 employees,Acquired,2001,B2B SaaS,Sports and Fitness,Practice Management,Large,www.fitmetrix.io,https://www.linkedin.com/company/mindbody/about/,Atlanta,"171 17th St NW, Atlanta, Georgia US",ERP for fitness studios
Fitrix,Null,Null,51-200 employees,Self-funded,1987,B2B SaaS,Manufacturing,Business Mgt and ERP,Medium,www.fitrix.com,https://www.linkedin.com/company/mindbody/about/,Dallas,"4644 Powder Springs Dallas Rd, #217, Powder Springs, GA 30127",ERP for small and mid-sized manufacturers
